State,Action,NextState
"(4382.5, 2.0, 4382.75, 39.0)",WAIT,"(4382.5, 4.0, 4382.75, 39.0)"
"(4382.5, 4.0, 4382.75, 39.0)",WAIT,"(4382.5, 8.0, 4382.75, 39.0)"
"(4382.5, 8.0, 4382.75, 39.0)",WAIT,"(4382.5, 10.0, 4382.75, 39.0)"
"(4382.5, 10.0, 4382.75, 39.0)",WAIT,"(4382.5, 11.0, 4382.75, 39.0)"
"(4382.5, 11.0, 4382.75, 39.0)",WAIT,"(4382.5, 12.0, 4382.75, 39.0)"
"(4382.5, 12.0, 4382.75, 39.0)",WAIT,"(4382.5, 13.0, 4382.75, 39.0)"
"(4382.5, 13.0, 4382.75, 39.0)",WAIT,"(4382.5, 14.0, 4382.75, 39.0)"
"(4382.5, 14.0, 4382.75, 39.0)",WAIT,"(4382.5, 16.0, 4382.75, 39.0)"
"(4382.5, 16.0, 4382.75, 39.0)",WAIT,"(4382.5, 17.0, 4382.75, 39.0)"
"(4382.5, 17.0, 4382.75, 39.0)",WAIT,"(4382.5, 19.0, 4382.75, 39.0)"
"(4382.5, 19.0, 4382.75, 39.0)",WAIT,"(4382.5, 19.0, 4382.75, 38.0)"
"(4382.5, 19.0, 4382.75, 38.0)",WAIT,"(4382.5, 19.0, 4382.75, 36.0)"
"(4382.5, 19.0, 4382.75, 36.0)",WAIT,"(4382.5, 19.0, 4382.75, 37.0)"
"(4382.5, 19.0, 4382.75, 37.0)",WAIT,"(4382.5, 20.0, 4382.75, 37.0)"
"(4382.5, 20.0, 4382.75, 37.0)",WAIT,"(4382.5, 22.0, 4382.75, 37.0)"
"(4382.5, 22.0, 4382.75, 37.0)",WAIT,"(4382.5, 26.0, 4382.75, 37.0)"
"(4382.5, 26.0, 4382.75, 37.0)",WAIT,"(4382.5, 27.0, 4382.75, 37.0)"
"(4382.5, 27.0, 4382.75, 37.0)",WAIT,"(4382.5, 25.0, 4382.75, 37.0)"
"(4382.5, 25.0, 4382.75, 37.0)",WAIT,"(4382.5, 21.0, 4382.75, 37.0)"
"(4382.5, 21.0, 4382.75, 37.0)",WAIT,"(4382.5, 24.0, 4382.75, 37.0)"
"(4382.5, 24.0, 4382.75, 37.0)",WAIT,"(4382.5, 24.0, 4382.75, 37.0)"
"(4382.5, 24.0, 4382.75, 37.0)",SELL,"(4382.5, 22.0, 4382.75, 37.0)"
"(4382.5, 22.0, 4382.75, 37.0)",WAIT,"(4382.5, 22.0, 4382.75, 37.0)"
"(4382.5, 22.0, 4382.75, 37.0)",SELL,"(4382.5, 20.0, 4382.75, 37.0)"
"(4382.5, 20.0, 4382.75, 37.0)",WAIT,"(4382.5, 20.0, 4382.75, 37.0)"
"(4382.5, 20.0, 4382.75, 37.0)",SELL,"(4382.5, 19.0, 4382.75, 37.0)"
"(4382.5, 19.0, 4382.75, 37.0)",WAIT,"(4382.5, 20.0, 4382.75, 37.0)"
"(4382.5, 20.0, 4382.75, 37.0)",WAIT,"(4382.5, 21.0, 4382.75, 37.0)"
"(4382.5, 21.0, 4382.75, 37.0)",WAIT,"(4382.5, 22.0, 4382.75, 37.0)"
"(4382.5, 22.0, 4382.75, 37.0)",WAIT,"(4382.5, 22.0, 4382.75, 37.0)"
"(4382.5, 22.0, 4382.75, 37.0)",SELL,"(4382.5, 21.0, 4382.75, 37.0)"
"(4382.5, 21.0, 4382.75, 37.0)",WAIT,"(4382.5, 21.0, 4382.75, 35.0)"
"(4382.5, 21.0, 4382.75, 35.0)",WAIT,"(4382.5, 22.0, 4382.75, 35.0)"
"(4382.5, 22.0, 4382.75, 35.0)",WAIT,"(4382.5, 21.0, 4382.75, 35.0)"
"(4382.5, 21.0, 4382.75, 35.0)",WAIT,"(4382.5, 21.0, 4382.75, 32.0)"
"(4382.5, 21.0, 4382.75, 32.0)",WAIT,"(4382.5, 20.0, 4382.75, 32.0)"
"(4382.5, 20.0, 4382.75, 32.0)",WAIT,"(4382.5, 18.0, 4382.75, 32.0)"
"(4382.5, 18.0, 4382.75, 32.0)",WAIT,"(4382.5, 18.0, 4382.75, 33.0)"
"(4382.5, 18.0, 4382.75, 33.0)",WAIT,"(4382.5, 18.0, 4382.75, 33.0)"
"(4382.5, 18.0, 4382.75, 33.0)",SELL,"(4382.25, 64.0, 4382.75, 33.0)"
"(4382.25, 64.0, 4382.75, 33.0)",WAIT,"(4382.25, 64.0, 4382.5, 2.0)"
"(4382.25, 64.0, 4382.5, 2.0)",WAIT,"(4382.25, 64.0, 4382.5, 3.0)"
"(4382.25, 64.0, 4382.5, 3.0)",WAIT,"(4382.25, 64.0, 4382.5, 3.0)"
"(4382.25, 64.0, 4382.5, 3.0)",SELL,"(4382.5, 1.0, 4382.75, 33.0)"
"(4382.5, 1.0, 4382.75, 33.0)",WAIT,"(4382.5, 1.0, 4382.75, 32.0)"
"(4382.5, 1.0, 4382.75, 32.0)",WAIT,"(4382.5, 1.0, 4382.75, 33.0)"
"(4382.5, 1.0, 4382.75, 33.0)",WAIT,"(4382.5, 1.0, 4382.75, 35.0)"
"(4382.5, 1.0, 4382.75, 35.0)",WAIT,"(4382.5, 1.0, 4382.75, 38.0)"
"(4382.5, 1.0, 4382.75, 38.0)",WAIT,"(4382.5, 1.0, 4382.75, 38.0)"
"(4382.5, 1.0, 4382.75, 38.0)",SELL,"(4382.25, 65.0, 4382.75, 38.0)"
"(4382.25, 65.0, 4382.75, 38.0)",WAIT,"(4382.25, 65.0, 4382.5, 1.0)"
"(4382.25, 65.0, 4382.5, 1.0)",WAIT,"(4382.25, 65.0, 4382.5, 4.0)"
"(4382.25, 65.0, 4382.5, 4.0)",WAIT,"(4382.25, 65.0, 4382.5, 4.0)"
"(4382.25, 65.0, 4382.5, 4.0)",SELL,"(4382.25, 65.0, 4382.5, 2.0)"
"(4382.25, 65.0, 4382.5, 2.0)",WAIT,"(4382.25, 65.0, 4382.5, 3.0)"
"(4382.25, 65.0, 4382.5, 3.0)",WAIT,"(4382.25, 65.0, 4382.5, 3.0)"
"(4382.25, 65.0, 4382.5, 3.0)",SELL,"(4382.25, 65.0, 4382.75, 39.0)"
"(4382.25, 65.0, 4382.75, 39.0)",WAIT,"(4382.25, 64.0, 4382.75, 39.0)"
"(4382.25, 64.0, 4382.75, 39.0)",WAIT,"(4382.5, 3.0, 4382.75, 39.0)"
"(4382.5, 3.0, 4382.75, 39.0)",WAIT,"(4382.5, 3.0, 4382.75, 36.0)"
"(4382.5, 3.0, 4382.75, 36.0)",WAIT,"(4382.5, 3.0, 4382.75, 36.0)"
"(4382.5, 3.0, 4382.75, 36.0)",SELL,"(4382.5, 2.0, 4382.75, 36.0)"
"(4382.5, 2.0, 4382.75, 36.0)",WAIT,"(4382.5, 3.0, 4382.75, 36.0)"
"(4382.5, 3.0, 4382.75, 36.0)",WAIT,"(4382.5, 4.0, 4382.75, 36.0)"
"(4382.5, 4.0, 4382.75, 36.0)",WAIT,"(4382.5, 4.0, 4382.75, 36.0)"
"(4382.5, 4.0, 4382.75, 36.0)",SELL,"(4382.25, 64.0, 4382.75, 36.0)"
"(4382.25, 64.0, 4382.75, 36.0)",WAIT,"(4382.25, 64.0, 4382.75, 38.0)"
"(4382.25, 64.0, 4382.75, 38.0)",WAIT,"(4382.25, 63.0, 4382.75, 38.0)"
"(4382.25, 63.0, 4382.75, 38.0)",WAIT,"(4382.5, 1.0, 4382.75, 38.0)"
"(4382.5, 1.0, 4382.75, 38.0)",WAIT,"(4382.5, 1.0, 4382.75, 37.0)"
"(4382.5, 1.0, 4382.75, 37.0)",WAIT,"(4382.5, 5.0, 4382.75, 37.0)"
"(4382.5, 5.0, 4382.75, 37.0)",WAIT,"(4382.5, 6.0, 4382.75, 37.0)"
"(4382.5, 6.0, 4382.75, 37.0)",WAIT,"(4382.5, 6.0, 4382.75, 38.0)"
"(4382.5, 6.0, 4382.75, 38.0)",WAIT,"(4382.5, 6.0, 4382.75, 38.0)"
"(4382.5, 6.0, 4382.75, 38.0)",SELL,"(4382.5, 5.0, 4382.75, 38.0)"
"(4382.5, 5.0, 4382.75, 38.0)",WAIT,"(4382.5, 7.0, 4382.75, 38.0)"
"(4382.5, 7.0, 4382.75, 38.0)",WAIT,"(4382.5, 7.0, 4382.75, 38.0)"
"(4382.5, 7.0, 4382.75, 38.0)",SELL,"(4382.5, 5.0, 4382.75, 38.0)"
"(4382.5, 5.0, 4382.75, 38.0)",WAIT,"(4382.5, 5.0, 4382.75, 41.0)"
"(4382.5, 5.0, 4382.75, 41.0)",WAIT,"(4382.5, 6.0, 4382.75, 41.0)"
"(4382.5, 6.0, 4382.75, 41.0)",WAIT,"(4382.5, 4.0, 4382.75, 41.0)"
"(4382.5, 4.0, 4382.75, 41.0)",WAIT,"(4382.5, 4.0, 4382.75, 42.0)"
"(4382.5, 4.0, 4382.75, 42.0)",WAIT,"(4382.5, 7.0, 4382.75, 42.0)"
"(4382.5, 7.0, 4382.75, 42.0)",WAIT,"(4382.5, 11.0, 4382.75, 42.0)"
"(4382.5, 11.0, 4382.75, 42.0)",WAIT,"(4382.5, 11.0, 4382.75, 39.0)"
"(4382.5, 11.0, 4382.75, 39.0)",WAIT,"(4382.5, 12.0, 4382.75, 39.0)"
"(4382.5, 12.0, 4382.75, 39.0)",WAIT,"(4382.5, 14.0, 4382.75, 39.0)"
"(4382.5, 14.0, 4382.75, 39.0)",WAIT,"(4382.5, 15.0, 4382.75, 39.0)"
"(4382.5, 15.0, 4382.75, 39.0)",WAIT,"(4382.5, 15.0, 4382.75, 40.0)"
"(4382.5, 15.0, 4382.75, 40.0)",WAIT,"(4382.5, 16.0, 4382.75, 40.0)"
"(4382.5, 16.0, 4382.75, 40.0)",WAIT,"(4382.5, 16.0, 4382.75, 39.0)"
"(4382.5, 16.0, 4382.75, 39.0)",WAIT,"(4382.5, 16.0, 4382.75, 40.0)"
"(4382.5, 16.0, 4382.75, 40.0)",WAIT,"(4382.5, 14.0, 4382.75, 40.0)"
"(4382.5, 14.0, 4382.75, 40.0)",WAIT,"(4382.5, 16.0, 4382.75, 40.0)"
"(4382.5, 16.0, 4382.75, 40.0)",WAIT,"(4382.5, 18.0, 4382.75, 40.0)"
"(4382.5, 18.0, 4382.75, 40.0)",WAIT,"(4382.5, 19.0, 4382.75, 40.0)"
"(4382.5, 19.0, 4382.75, 40.0)",WAIT,"(4382.5, 20.0, 4382.75, 40.0)"
"(4382.5, 20.0, 4382.75, 40.0)",WAIT,"(4382.5, 21.0, 4382.75, 40.0)"
"(4382.5, 21.0, 4382.75, 40.0)",WAIT,"(4382.5, 25.0, 4382.75, 40.0)"
"(4382.5, 25.0, 4382.75, 40.0)",WAIT,"(4382.5, 27.0, 4382.75, 40.0)"
"(4382.5, 27.0, 4382.75, 40.0)",WAIT,"(4382.5, 25.0, 4382.75, 40.0)"
"(4382.5, 25.0, 4382.75, 40.0)",WAIT,"(4382.5, 26.0, 4382.75, 40.0)"
"(4382.5, 26.0, 4382.75, 40.0)",WAIT,"(4382.5, 27.0, 4382.75, 40.0)"
"(4382.5, 27.0, 4382.75, 40.0)",WAIT,"(4382.5, 27.0, 4382.75, 41.0)"
"(4382.5, 27.0, 4382.75, 41.0)",WAIT,"(4382.5, 28.0, 4382.75, 41.0)"
"(4382.5, 28.0, 4382.75, 41.0)",WAIT,"(4382.5, 29.0, 4382.75, 41.0)"
"(4382.5, 29.0, 4382.75, 41.0)",WAIT,"(4382.5, 30.0, 4382.75, 41.0)"
"(4382.5, 30.0, 4382.75, 41.0)",WAIT,"(4382.5, 30.0, 4382.75, 39.0)"
"(4382.5, 30.0, 4382.75, 39.0)",WAIT,"(4382.5, 30.0, 4382.75, 38.0)"
"(4382.5, 30.0, 4382.75, 38.0)",WAIT,"(4382.5, 30.0, 4382.75, 37.0)"
"(4382.5, 30.0, 4382.75, 37.0)",WAIT,"(4382.5, 30.0, 4382.75, 36.0)"
"(4382.5, 30.0, 4382.75, 36.0)",WAIT,"(4382.5, 30.0, 4382.75, 36.0)"
"(4382.5, 30.0, 4382.75, 36.0)",SELL,"(4382.5, 21.0, 4382.75, 36.0)"
"(4382.5, 21.0, 4382.75, 36.0)",WAIT,"(4382.5, 21.0, 4382.75, 39.0)"
"(4382.5, 21.0, 4382.75, 39.0)",WAIT,"(4382.5, 21.0, 4382.75, 39.0)"
"(4382.5, 21.0, 4382.75, 39.0)",SELL,"(4382.5, 12.0, 4382.75, 39.0)"
"(4382.5, 12.0, 4382.75, 39.0)",WAIT,"(4382.5, 12.0, 4382.75, 39.0)"
"(4382.5, 12.0, 4382.75, 39.0)",SELL,"(4382.5, 10.0, 4382.75, 39.0)"
"(4382.5, 10.0, 4382.75, 39.0)",WAIT,"(4382.5, 10.0, 4382.75, 41.0)"
"(4382.5, 10.0, 4382.75, 41.0)",WAIT,"(4382.5, 9.0, 4382.75, 41.0)"
"(4382.5, 9.0, 4382.75, 41.0)",WAIT,"(4382.5, 8.0, 4382.75, 41.0)"
"(4382.5, 8.0, 4382.75, 41.0)",WAIT,"(4382.5, 7.0, 4382.75, 41.0)"
"(4382.5, 7.0, 4382.75, 41.0)",WAIT,"(4382.5, 4.0, 4382.75, 41.0)"
"(4382.5, 4.0, 4382.75, 41.0)",WAIT,"(4382.5, 4.0, 4382.75, 42.0)"
"(4382.5, 4.0, 4382.75, 42.0)",WAIT,"(4382.5, 4.0, 4382.75, 44.0)"
"(4382.5, 4.0, 4382.75, 44.0)",WAIT,"(4382.5, 5.0, 4382.75, 44.0)"
"(4382.5, 5.0, 4382.75, 44.0)",WAIT,"(4382.5, 4.0, 4382.75, 44.0)"
"(4382.5, 4.0, 4382.75, 44.0)",WAIT,"(4382.5, 7.0, 4382.75, 44.0)"
"(4382.5, 7.0, 4382.75, 44.0)",WAIT,"(4382.5, 8.0, 4382.75, 44.0)"
"(4382.5, 8.0, 4382.75, 44.0)",WAIT,"(4382.5, 9.0, 4382.75, 44.0)"
"(4382.5, 9.0, 4382.75, 44.0)",WAIT,"(4382.5, 11.0, 4382.75, 44.0)"
"(4382.5, 11.0, 4382.75, 44.0)",WAIT,"(4382.5, 9.0, 4382.75, 44.0)"
"(4382.5, 9.0, 4382.75, 44.0)",WAIT,"(4382.5, 10.0, 4382.75, 44.0)"
"(4382.5, 10.0, 4382.75, 44.0)",WAIT,"(4382.5, 11.0, 4382.75, 44.0)"
"(4382.5, 11.0, 4382.75, 44.0)",WAIT,"(4382.5, 12.0, 4382.75, 44.0)"
"(4382.5, 12.0, 4382.75, 44.0)",WAIT,"(4382.5, 13.0, 4382.75, 44.0)"
"(4382.5, 13.0, 4382.75, 44.0)",WAIT,"(4382.5, 14.0, 4382.75, 44.0)"
"(4382.5, 14.0, 4382.75, 44.0)",WAIT,"(4382.5, 13.0, 4382.75, 44.0)"
"(4382.5, 13.0, 4382.75, 44.0)",WAIT,"(4382.5, 14.0, 4382.75, 44.0)"
"(4382.5, 14.0, 4382.75, 44.0)",WAIT,"(4382.5, 15.0, 4382.75, 44.0)"
"(4382.5, 15.0, 4382.75, 44.0)",WAIT,"(4382.5, 15.0, 4382.75, 45.0)"
"(4382.5, 15.0, 4382.75, 45.0)",WAIT,"(4382.5, 14.0, 4382.75, 45.0)"
"(4382.5, 14.0, 4382.75, 45.0)",WAIT,"(4382.5, 11.0, 4382.75, 45.0)"
"(4382.5, 11.0, 4382.75, 45.0)",WAIT,"(4382.5, 13.0, 4382.75, 45.0)"
"(4382.5, 13.0, 4382.75, 45.0)",WAIT,"(4382.5, 14.0, 4382.75, 45.0)"
"(4382.5, 14.0, 4382.75, 45.0)",WAIT,"(4382.5, 14.0, 4382.75, 43.0)"
"(4382.5, 14.0, 4382.75, 43.0)",WAIT,"(4382.5, 15.0, 4382.75, 43.0)"
"(4382.5, 15.0, 4382.75, 43.0)",WAIT,"(4382.5, 18.0, 4382.75, 43.0)"
"(4382.5, 18.0, 4382.75, 43.0)",WAIT,"(4382.5, 19.0, 4382.75, 43.0)"
"(4382.5, 19.0, 4382.75, 43.0)",WAIT,"(4382.5, 23.0, 4382.75, 43.0)"
"(4382.5, 23.0, 4382.75, 43.0)",WAIT,"(4382.5, 27.0, 4382.75, 43.0)"
"(4382.5, 27.0, 4382.75, 43.0)",WAIT,"(4382.5, 27.0, 4382.75, 40.0)"
"(4382.5, 27.0, 4382.75, 40.0)",WAIT,"(4382.5, 27.0, 4382.75, 41.0)"
"(4382.5, 27.0, 4382.75, 41.0)",WAIT,"(4382.5, 29.0, 4382.75, 41.0)"
"(4382.5, 29.0, 4382.75, 41.0)",WAIT,"(4382.5, 29.0, 4382.75, 41.0)"
"(4382.5, 29.0, 4382.75, 41.0)",SELL,"(4382.5, 28.0, 4382.75, 41.0)"
"(4382.5, 28.0, 4382.75, 41.0)",WAIT,"(4382.5, 28.0, 4382.75, 44.0)"
"(4382.5, 28.0, 4382.75, 44.0)",WAIT,"(4382.5, 25.0, 4382.75, 44.0)"
"(4382.5, 25.0, 4382.75, 44.0)",WAIT,"(4382.5, 25.0, 4382.75, 45.0)"
"(4382.5, 25.0, 4382.75, 45.0)",WAIT,"(4382.5, 21.0, 4382.75, 45.0)"
"(4382.5, 21.0, 4382.75, 45.0)",WAIT,"(4382.5, 19.0, 4382.75, 45.0)"
"(4382.5, 19.0, 4382.75, 45.0)",WAIT,"(4382.5, 20.0, 4382.75, 45.0)"
"(4382.5, 20.0, 4382.75, 45.0)",WAIT,"(4382.5, 16.0, 4382.75, 45.0)"
"(4382.5, 16.0, 4382.75, 45.0)",WAIT,"(4382.5, 15.0, 4382.75, 45.0)"
"(4382.5, 15.0, 4382.75, 45.0)",WAIT,"(4382.5, 15.0, 4382.75, 44.0)"
"(4382.5, 15.0, 4382.75, 44.0)",WAIT,"(4382.5, 19.0, 4382.75, 44.0)"
"(4382.5, 19.0, 4382.75, 44.0)",WAIT,"(4382.5, 21.0, 4382.75, 44.0)"
"(4382.5, 21.0, 4382.75, 44.0)",WAIT,"(4382.5, 25.0, 4382.75, 44.0)"
"(4382.5, 25.0, 4382.75, 44.0)",WAIT,"(4382.5, 25.0, 4382.75, 41.0)"
"(4382.5, 25.0, 4382.75, 41.0)",WAIT,"(4382.5, 25.0, 4382.75, 40.0)"
"(4382.5, 25.0, 4382.75, 40.0)",WAIT,"(4382.5, 25.0, 4382.75, 43.0)"
"(4382.5, 25.0, 4382.75, 43.0)",WAIT,"(4382.5, 25.0, 4382.75, 48.0)"
"(4382.5, 25.0, 4382.75, 48.0)",WAIT,"(4382.5, 21.0, 4382.75, 48.0)"
"(4382.5, 21.0, 4382.75, 48.0)",WAIT,"(4382.5, 19.0, 4382.75, 48.0)"
"(4382.5, 19.0, 4382.75, 48.0)",WAIT,"(4382.5, 15.0, 4382.75, 48.0)"
"(4382.5, 15.0, 4382.75, 48.0)",WAIT,"(4382.5, 14.0, 4382.75, 48.0)"
"(4382.5, 14.0, 4382.75, 48.0)",WAIT,"(4382.5, 12.0, 4382.75, 48.0)"
"(4382.5, 12.0, 4382.75, 48.0)",WAIT,"(4382.5, 11.0, 4382.75, 48.0)"
"(4382.5, 11.0, 4382.75, 48.0)",WAIT,"(4382.5, 12.0, 4382.75, 48.0)"
"(4382.5, 12.0, 4382.75, 48.0)",WAIT,"(4382.5, 13.0, 4382.75, 48.0)"
"(4382.5, 13.0, 4382.75, 48.0)",WAIT,"(4382.5, 14.0, 4382.75, 48.0)"
"(4382.5, 14.0, 4382.75, 48.0)",WAIT,"(4382.5, 15.0, 4382.75, 48.0)"
"(4382.5, 15.0, 4382.75, 48.0)",WAIT,"(4382.5, 19.0, 4382.75, 48.0)"
"(4382.5, 19.0, 4382.75, 48.0)",WAIT,"(4382.5, 21.0, 4382.75, 48.0)"
"(4382.5, 21.0, 4382.75, 48.0)",WAIT,"(4382.5, 21.0, 4382.75, 46.0)"
"(4382.5, 21.0, 4382.75, 46.0)",WAIT,"(4382.5, 22.0, 4382.75, 46.0)"
"(4382.5, 22.0, 4382.75, 46.0)",WAIT,"(4382.5, 22.0, 4382.75, 43.0)"
"(4382.5, 22.0, 4382.75, 43.0)",WAIT,"(4382.5, 25.0, 4382.75, 43.0)"
"(4382.5, 25.0, 4382.75, 43.0)",WAIT,"(4382.5, 26.0, 4382.75, 43.0)"
"(4382.5, 26.0, 4382.75, 43.0)",WAIT,"(4382.5, 30.0, 4382.75, 43.0)"
"(4382.5, 30.0, 4382.75, 43.0)",WAIT,"(4382.5, 27.0, 4382.75, 43.0)"
"(4382.5, 27.0, 4382.75, 43.0)",WAIT,"(4382.5, 26.0, 4382.75, 43.0)"
"(4382.5, 26.0, 4382.75, 43.0)",WAIT,"(4382.5, 25.0, 4382.75, 43.0)"
"(4382.5, 25.0, 4382.75, 43.0)",WAIT,"(4382.5, 25.0, 4382.75, 44.0)"
"(4382.5, 25.0, 4382.75, 44.0)",WAIT,"(4382.5, 26.0, 4382.75, 44.0)"
"(4382.5, 26.0, 4382.75, 44.0)",WAIT,"(4382.5, 27.0, 4382.75, 44.0)"
"(4382.5, 27.0, 4382.75, 44.0)",WAIT,"(4382.5, 26.0, 4382.75, 44.0)"
"(4382.5, 26.0, 4382.75, 44.0)",WAIT,"(4382.5, 25.0, 4382.75, 44.0)"
"(4382.5, 25.0, 4382.75, 44.0)",WAIT,"(4382.5, 21.0, 4382.75, 44.0)"
"(4382.5, 21.0, 4382.75, 44.0)",WAIT,"(4382.5, 21.0, 4382.75, 44.0)"
"(4382.5, 21.0, 4382.75, 44.0)",SELL,"(4382.5, 20.0, 4382.75, 44.0)"
"(4382.5, 20.0, 4382.75, 44.0)",WAIT,"(4382.5, 20.0, 4382.75, 44.0)"
"(4382.5, 20.0, 4382.75, 44.0)",SELL,"(4382.5, 15.0, 4382.75, 44.0)"
"(4382.5, 15.0, 4382.75, 44.0)",WAIT,"(4382.5, 14.0, 4382.75, 44.0)"
"(4382.5, 14.0, 4382.75, 44.0)",WAIT,"(4382.5, 14.0, 4382.75, 47.0)"
"(4382.5, 14.0, 4382.75, 47.0)",WAIT,"(4382.5, 13.0, 4382.75, 47.0)"
"(4382.5, 13.0, 4382.75, 47.0)",WAIT,"(4382.5, 9.0, 4382.75, 47.0)"
"(4382.5, 9.0, 4382.75, 47.0)",WAIT,"(4382.5, 8.0, 4382.75, 47.0)"
"(4382.5, 8.0, 4382.75, 47.0)",WAIT,"(4382.5, 6.0, 4382.75, 47.0)"
"(4382.5, 6.0, 4382.75, 47.0)",WAIT,"(4382.5, 7.0, 4382.75, 47.0)"
"(4382.5, 7.0, 4382.75, 47.0)",WAIT,"(4382.5, 8.0, 4382.75, 47.0)"
"(4382.5, 8.0, 4382.75, 47.0)",WAIT,"(4382.5, 8.0, 4382.75, 49.0)"
"(4382.5, 8.0, 4382.75, 49.0)",WAIT,"(4382.5, 9.0, 4382.75, 49.0)"
"(4382.5, 9.0, 4382.75, 49.0)",WAIT,"(4382.5, 8.0, 4382.75, 49.0)"
"(4382.5, 8.0, 4382.75, 49.0)",WAIT,"(4382.5, 7.0, 4382.75, 49.0)"
"(4382.5, 7.0, 4382.75, 49.0)",WAIT,"(4382.5, 6.0, 4382.75, 49.0)"
"(4382.5, 6.0, 4382.75, 49.0)",WAIT,"(4382.5, 5.0, 4382.75, 49.0)"
"(4382.5, 5.0, 4382.75, 49.0)",WAIT,"(4382.5, 6.0, 4382.75, 49.0)"
"(4382.5, 6.0, 4382.75, 49.0)",WAIT,"(4382.5, 7.0, 4382.75, 49.0)"
"(4382.5, 7.0, 4382.75, 49.0)",WAIT,"(4382.5, 9.0, 4382.75, 49.0)"
"(4382.5, 9.0, 4382.75, 49.0)",WAIT,"(4382.5, 10.0, 4382.75, 49.0)"
"(4382.5, 10.0, 4382.75, 49.0)",WAIT,"(4382.5, 9.0, 4382.75, 49.0)"
"(4382.5, 9.0, 4382.75, 49.0)",WAIT,"(4382.5, 8.0, 4382.75, 49.0)"
"(4382.5, 8.0, 4382.75, 49.0)",WAIT,"(4382.5, 7.0, 4382.75, 49.0)"
"(4382.5, 7.0, 4382.75, 49.0)",WAIT,"(4382.5, 6.0, 4382.75, 49.0)"
"(4382.5, 6.0, 4382.75, 49.0)",WAIT,"(4382.5, 4.0, 4382.75, 49.0)"
"(4382.5, 4.0, 4382.75, 49.0)",WAIT,"(4382.5, 4.0, 4382.75, 49.0)"
"(4382.5, 4.0, 4382.75, 49.0)",SELL,"(4382.5, 2.0, 4382.75, 48.0)"
"(4382.5, 2.0, 4382.75, 48.0)",WAIT,"(4382.5, 2.0, 4382.75, 47.0)"
"(4382.5, 2.0, 4382.75, 47.0)",WAIT,"(4382.5, 2.0, 4382.75, 47.0)"
"(4382.5, 2.0, 4382.75, 47.0)",SELL,"(4382.5, 1.0, 4382.75, 47.0)"
"(4382.5, 1.0, 4382.75, 47.0)",WAIT,"(4382.5, 3.0, 4382.75, 47.0)"
"(4382.5, 3.0, 4382.75, 47.0)",WAIT,"(4382.5, 4.0, 4382.75, 47.0)"
"(4382.5, 4.0, 4382.75, 47.0)",WAIT,"(4382.5, 5.0, 4382.75, 47.0)"
"(4382.5, 5.0, 4382.75, 47.0)",WAIT,"(4382.5, 6.0, 4382.75, 47.0)"
"(4382.5, 6.0, 4382.75, 47.0)",WAIT,"(4382.5, 5.0, 4382.75, 47.0)"
"(4382.5, 5.0, 4382.75, 47.0)",WAIT,"(4382.5, 5.0, 4382.75, 47.0)"
"(4382.5, 5.0, 4382.75, 47.0)",SELL,"(4382.5, 5.0, 4382.75, 46.0)"
"(4382.5, 5.0, 4382.75, 46.0)",WAIT,"(4382.5, 6.0, 4382.75, 46.0)"
"(4382.5, 6.0, 4382.75, 46.0)",WAIT,"(4382.5, 7.0, 4382.75, 46.0)"
"(4382.5, 7.0, 4382.75, 46.0)",WAIT,"(4382.5, 9.0, 4382.75, 46.0)"
"(4382.5, 9.0, 4382.75, 46.0)",WAIT,"(4382.5, 13.0, 4382.75, 46.0)"
"(4382.5, 13.0, 4382.75, 46.0)",WAIT,"(4382.5, 14.0, 4382.75, 46.0)"
"(4382.5, 14.0, 4382.75, 46.0)",WAIT,"(4382.5, 14.0, 4382.75, 47.0)"
"(4382.5, 14.0, 4382.75, 47.0)",WAIT,"(4382.5, 13.0, 4382.75, 47.0)"
"(4382.5, 13.0, 4382.75, 47.0)",WAIT,"(4382.5, 12.0, 4382.75, 47.0)"
"(4382.5, 12.0, 4382.75, 47.0)",WAIT,"(4382.5, 11.0, 4382.75, 47.0)"
"(4382.5, 11.0, 4382.75, 47.0)",WAIT,"(4382.5, 9.0, 4382.75, 47.0)"
"(4382.5, 9.0, 4382.75, 47.0)",WAIT,"(4382.5, 7.0, 4382.75, 47.0)"
"(4382.5, 7.0, 4382.75, 47.0)",WAIT,"(4382.5, 7.0, 4382.75, 48.0)"
"(4382.5, 7.0, 4382.75, 48.0)",WAIT,"(4382.5, 7.0, 4382.75, 48.0)"
"(4382.5, 7.0, 4382.75, 48.0)",SELL,"(4382.5, 5.0, 4382.75, 48.0)"
"(4382.5, 5.0, 4382.75, 48.0)",WAIT,"(4382.5, 5.0, 4382.75, 48.0)"
"(4382.5, 5.0, 4382.75, 48.0)",SELL,"(4382.25, 63.0, 4382.75, 48.0)"
"(4382.25, 63.0, 4382.75, 48.0)",WAIT,"(4382.25, 63.0, 4382.75, 50.0)"
"(4382.25, 63.0, 4382.75, 50.0)",WAIT,"(4382.25, 63.0, 4382.75, 51.0)"
"(4382.25, 63.0, 4382.75, 51.0)",WAIT,"(4382.25, 63.0, 4382.5, 1.0)"
"(4382.25, 63.0, 4382.5, 1.0)",WAIT,"(4382.25, 64.0, 4382.5, 1.0)"
"(4382.25, 64.0, 4382.5, 1.0)",WAIT,"(4382.25, 65.0, 4382.5, 1.0)"
