State,Action,NextState
"(4382.0, 37.0, 4382.25, 27.0)",WAIT,"(4382.0, 37.0, 4382.25, 30.0)"
"(4382.0, 37.0, 4382.25, 30.0)",WAIT,"(4382.0, 35.0, 4382.25, 30.0)"
"(4382.0, 35.0, 4382.25, 30.0)",WAIT,"(4382.0, 35.0, 4382.25, 27.0)"
"(4382.0, 35.0, 4382.25, 27.0)",WAIT,"(4382.0, 35.0, 4382.25, 28.0)"
"(4382.0, 35.0, 4382.25, 28.0)",WAIT,"(4382.0, 35.0, 4382.25, 31.0)"
"(4382.0, 35.0, 4382.25, 31.0)",WAIT,"(4382.0, 35.0, 4382.25, 33.0)"
"(4382.0, 35.0, 4382.25, 33.0)",WAIT,"(4382.0, 35.0, 4382.25, 34.0)"
"(4382.0, 35.0, 4382.25, 34.0)",WAIT,"(4382.0, 35.0, 4382.25, 32.0)"
"(4382.0, 35.0, 4382.25, 32.0)",WAIT,"(4382.0, 35.0, 4382.25, 29.0)"
"(4382.0, 35.0, 4382.25, 29.0)",WAIT,"(4382.0, 35.0, 4382.25, 30.0)"
"(4382.0, 35.0, 4382.25, 30.0)",WAIT,"(4382.0, 35.0, 4382.25, 29.0)"
"(4382.0, 35.0, 4382.25, 29.0)",WAIT,"(4382.0, 35.0, 4382.25, 27.0)"
"(4382.0, 35.0, 4382.25, 27.0)",WAIT,"(4382.0, 38.0, 4382.25, 27.0)"
"(4382.0, 38.0, 4382.25, 27.0)",WAIT,"(4382.0, 38.0, 4382.25, 27.0)"
"(4382.0, 38.0, 4382.25, 27.0)",SELL,"(4382.0, 38.0, 4382.25, 24.0)"
"(4382.0, 38.0, 4382.25, 24.0)",WAIT,"(4382.0, 38.0, 4382.25, 23.0)"
"(4382.0, 38.0, 4382.25, 23.0)",WAIT,"(4382.0, 38.0, 4382.25, 22.0)"
"(4382.0, 38.0, 4382.25, 22.0)",WAIT,"(4382.0, 40.0, 4382.25, 22.0)"
"(4382.0, 40.0, 4382.25, 22.0)",WAIT,"(4382.0, 40.0, 4382.25, 21.0)"
"(4382.0, 40.0, 4382.25, 21.0)",WAIT,"(4382.0, 42.0, 4382.25, 21.0)"
"(4382.0, 42.0, 4382.25, 21.0)",WAIT,"(4382.0, 42.0, 4382.25, 23.0)"
"(4382.0, 42.0, 4382.25, 23.0)",WAIT,"(4382.0, 42.0, 4382.25, 24.0)"
"(4382.0, 42.0, 4382.25, 24.0)",WAIT,"(4382.0, 42.0, 4382.25, 25.0)"
"(4382.0, 42.0, 4382.25, 25.0)",WAIT,"(4382.0, 42.0, 4382.25, 26.0)"
"(4382.0, 42.0, 4382.25, 26.0)",WAIT,"(4382.0, 39.0, 4382.25, 26.0)"
"(4382.0, 39.0, 4382.25, 26.0)",WAIT,"(4382.0, 39.0, 4382.25, 27.0)"
"(4382.0, 39.0, 4382.25, 27.0)",WAIT,"(4382.0, 39.0, 4382.25, 26.0)"
"(4382.0, 39.0, 4382.25, 26.0)",WAIT,"(4382.0, 39.0, 4382.25, 25.0)"
"(4382.0, 39.0, 4382.25, 25.0)",WAIT,"(4382.0, 42.0, 4382.25, 25.0)"
"(4382.0, 42.0, 4382.25, 25.0)",WAIT,"(4382.0, 42.0, 4382.25, 24.0)"
"(4382.0, 42.0, 4382.25, 24.0)",WAIT,"(4382.0, 42.0, 4382.25, 22.0)"
"(4382.0, 42.0, 4382.25, 22.0)",WAIT,"(4382.0, 42.0, 4382.25, 21.0)"
"(4382.0, 42.0, 4382.25, 21.0)",WAIT,"(4382.0, 42.0, 4382.25, 22.0)"
"(4382.0, 42.0, 4382.25, 22.0)",WAIT,"(4382.0, 42.0, 4382.25, 21.0)"
"(4382.0, 42.0, 4382.25, 21.0)",WAIT,"(4382.0, 42.0, 4382.25, 20.0)"
"(4382.0, 42.0, 4382.25, 20.0)",WAIT,"(4382.0, 42.0, 4382.25, 21.0)"
"(4382.0, 42.0, 4382.25, 21.0)",WAIT,"(4382.0, 42.0, 4382.25, 22.0)"
"(4382.0, 42.0, 4382.25, 22.0)",WAIT,"(4382.0, 42.0, 4382.25, 23.0)"
"(4382.0, 42.0, 4382.25, 23.0)",WAIT,"(4382.0, 42.0, 4382.25, 22.0)"
"(4382.0, 42.0, 4382.25, 22.0)",WAIT,"(4382.0, 42.0, 4382.25, 21.0)"
"(4382.0, 42.0, 4382.25, 21.0)",WAIT,"(4382.0, 42.0, 4382.25, 20.0)"
"(4382.0, 42.0, 4382.25, 20.0)",WAIT,"(4382.0, 42.0, 4382.25, 22.0)"
"(4382.0, 42.0, 4382.25, 22.0)",WAIT,"(4382.0, 42.0, 4382.25, 23.0)"
"(4382.0, 42.0, 4382.25, 23.0)",WAIT,"(4382.0, 42.0, 4382.25, 24.0)"
"(4382.0, 42.0, 4382.25, 24.0)",WAIT,"(4382.0, 39.0, 4382.25, 24.0)"
"(4382.0, 39.0, 4382.25, 24.0)",WAIT,"(4382.0, 39.0, 4382.25, 25.0)"
"(4382.0, 39.0, 4382.25, 25.0)",WAIT,"(4382.0, 39.0, 4382.25, 26.0)"
"(4382.0, 39.0, 4382.25, 26.0)",WAIT,"(4382.0, 39.0, 4382.25, 27.0)"
"(4382.0, 39.0, 4382.25, 27.0)",WAIT,"(4382.0, 39.0, 4382.25, 26.0)"
"(4382.0, 39.0, 4382.25, 26.0)",WAIT,"(4382.0, 39.0, 4382.25, 29.0)"
"(4382.0, 39.0, 4382.25, 29.0)",WAIT,"(4382.0, 39.0, 4382.25, 30.0)"
"(4382.0, 39.0, 4382.25, 30.0)",WAIT,"(4382.0, 39.0, 4382.25, 31.0)"
"(4382.0, 39.0, 4382.25, 31.0)",WAIT,"(4382.0, 37.0, 4382.25, 31.0)"
"(4382.0, 37.0, 4382.25, 31.0)",WAIT,"(4382.0, 37.0, 4382.25, 30.0)"
"(4382.0, 37.0, 4382.25, 30.0)",WAIT,"(4382.0, 37.0, 4382.25, 27.0)"
"(4382.0, 37.0, 4382.25, 27.0)",WAIT,"(4382.0, 37.0, 4382.25, 26.0)"
"(4382.0, 37.0, 4382.25, 26.0)",WAIT,"(4382.0, 40.0, 4382.25, 26.0)"
"(4382.0, 40.0, 4382.25, 26.0)",WAIT,"(4382.0, 40.0, 4382.25, 25.0)"
"(4382.0, 40.0, 4382.25, 25.0)",WAIT,"(4382.0, 40.0, 4382.25, 24.0)"
"(4382.0, 40.0, 4382.25, 24.0)",WAIT,"(4382.0, 40.0, 4382.25, 23.0)"
"(4382.0, 40.0, 4382.25, 23.0)",WAIT,"(4382.0, 40.0, 4382.25, 24.0)"
"(4382.0, 40.0, 4382.25, 24.0)",WAIT,"(4382.0, 40.0, 4382.25, 25.0)"
"(4382.0, 40.0, 4382.25, 25.0)",WAIT,"(4382.0, 40.0, 4382.25, 26.0)"
"(4382.0, 40.0, 4382.25, 26.0)",WAIT,"(4382.0, 37.0, 4382.25, 26.0)"
"(4382.0, 37.0, 4382.25, 26.0)",WAIT,"(4382.0, 37.0, 4382.25, 27.0)"
"(4382.0, 37.0, 4382.25, 27.0)",WAIT,"(4382.0, 37.0, 4382.25, 30.0)"
"(4382.0, 37.0, 4382.25, 30.0)",WAIT,"(4382.0, 37.0, 4382.25, 31.0)"
"(4382.0, 37.0, 4382.25, 31.0)",WAIT,"(4382.0, 37.0, 4382.25, 35.0)"
"(4382.0, 37.0, 4382.25, 35.0)",WAIT,"(4382.0, 37.0, 4382.25, 37.0)"
"(4382.0, 37.0, 4382.25, 37.0)",WAIT,"(4382.0, 35.0, 4382.25, 37.0)"
"(4382.0, 35.0, 4382.25, 37.0)",WAIT,"(4382.0, 34.0, 4382.25, 37.0)"
"(4382.0, 34.0, 4382.25, 37.0)",WAIT,"(4382.0, 32.0, 4382.25, 37.0)"
"(4382.0, 32.0, 4382.25, 37.0)",WAIT,"(4382.0, 28.0, 4382.25, 37.0)"
"(4382.0, 28.0, 4382.25, 37.0)",WAIT,"(4382.0, 27.0, 4382.25, 37.0)"
"(4382.0, 27.0, 4382.25, 37.0)",WAIT,"(4382.0, 26.0, 4382.25, 37.0)"
"(4382.0, 26.0, 4382.25, 37.0)",WAIT,"(4382.0, 26.0, 4382.25, 38.0)"
"(4382.0, 26.0, 4382.25, 38.0)",WAIT,"(4382.0, 22.0, 4382.25, 38.0)"
"(4382.0, 22.0, 4382.25, 38.0)",WAIT,"(4382.0, 22.0, 4382.25, 39.0)"
"(4382.0, 22.0, 4382.25, 39.0)",WAIT,"(4382.0, 21.0, 4382.25, 39.0)"
"(4382.0, 21.0, 4382.25, 39.0)",WAIT,"(4382.0, 21.0, 4382.25, 40.0)"
"(4382.0, 21.0, 4382.25, 40.0)",WAIT,"(4382.0, 20.0, 4382.25, 40.0)"
"(4382.0, 20.0, 4382.25, 40.0)",WAIT,"(4382.0, 19.0, 4382.25, 40.0)"
"(4382.0, 19.0, 4382.25, 40.0)",WAIT,"(4382.0, 18.0, 4382.25, 40.0)"
"(4382.0, 18.0, 4382.25, 40.0)",WAIT,"(4382.0, 18.0, 4382.25, 41.0)"
"(4382.0, 18.0, 4382.25, 41.0)",WAIT,"(4382.0, 17.0, 4382.25, 41.0)"
"(4382.0, 17.0, 4382.25, 41.0)",WAIT,"(4382.0, 18.0, 4382.25, 41.0)"
"(4382.0, 18.0, 4382.25, 41.0)",WAIT,"(4382.0, 19.0, 4382.25, 41.0)"
"(4382.0, 19.0, 4382.25, 41.0)",WAIT,"(4382.0, 19.0, 4382.25, 40.0)"
"(4382.0, 19.0, 4382.25, 40.0)",WAIT,"(4382.0, 19.0, 4382.25, 41.0)"
"(4382.0, 19.0, 4382.25, 41.0)",WAIT,"(4382.0, 18.0, 4382.25, 41.0)"
"(4382.0, 18.0, 4382.25, 41.0)",WAIT,"(4382.0, 17.0, 4382.25, 41.0)"
"(4382.0, 17.0, 4382.25, 41.0)",WAIT,"(4382.0, 17.0, 4382.25, 42.0)"
"(4382.0, 17.0, 4382.25, 42.0)",WAIT,"(4382.0, 17.0, 4382.25, 41.0)"
"(4382.0, 17.0, 4382.25, 41.0)",WAIT,"(4382.0, 18.0, 4382.25, 41.0)"
"(4382.0, 18.0, 4382.25, 41.0)",WAIT,"(4382.0, 19.0, 4382.25, 41.0)"
"(4382.0, 19.0, 4382.25, 41.0)",WAIT,"(4382.0, 20.0, 4382.25, 41.0)"
"(4382.0, 20.0, 4382.25, 41.0)",WAIT,"(4382.0, 20.0, 4382.25, 40.0)"
"(4382.0, 20.0, 4382.25, 40.0)",WAIT,"(4382.0, 20.0, 4382.25, 41.0)"
"(4382.0, 20.0, 4382.25, 41.0)",WAIT,"(4382.0, 19.0, 4382.25, 41.0)"
"(4382.0, 19.0, 4382.25, 41.0)",WAIT,"(4382.0, 18.0, 4382.25, 41.0)"
"(4382.0, 18.0, 4382.25, 41.0)",WAIT,"(4382.0, 17.0, 4382.25, 41.0)"
"(4382.0, 17.0, 4382.25, 41.0)",WAIT,"(4382.0, 17.0, 4382.25, 42.0)"
"(4382.0, 17.0, 4382.25, 42.0)",WAIT,"(4382.0, 18.0, 4382.25, 42.0)"
"(4382.0, 18.0, 4382.25, 42.0)",WAIT,"(4382.0, 19.0, 4382.25, 42.0)"
"(4382.0, 19.0, 4382.25, 42.0)",WAIT,"(4382.0, 19.0, 4382.25, 41.0)"
"(4382.0, 19.0, 4382.25, 41.0)",WAIT,"(4382.0, 20.0, 4382.25, 41.0)"
"(4382.0, 20.0, 4382.25, 41.0)",WAIT,"(4382.0, 23.0, 4382.25, 41.0)"
"(4382.0, 23.0, 4382.25, 41.0)",WAIT,"(4382.0, 27.0, 4382.25, 41.0)"
"(4382.0, 27.0, 4382.25, 41.0)",WAIT,"(4382.0, 27.0, 4382.25, 40.0)"
"(4382.0, 27.0, 4382.25, 40.0)",WAIT,"(4382.0, 27.0, 4382.25, 38.0)"
"(4382.0, 27.0, 4382.25, 38.0)",WAIT,"(4382.0, 31.0, 4382.25, 38.0)"
"(4382.0, 31.0, 4382.25, 38.0)",WAIT,"(4382.0, 31.0, 4382.25, 34.0)"
"(4382.0, 31.0, 4382.25, 34.0)",WAIT,"(4382.0, 32.0, 4382.25, 34.0)"
"(4382.0, 32.0, 4382.25, 34.0)",WAIT,"(4382.0, 34.0, 4382.25, 34.0)"
"(4382.0, 34.0, 4382.25, 34.0)",WAIT,"(4382.0, 34.0, 4382.25, 31.0)"
"(4382.0, 34.0, 4382.25, 31.0)",WAIT,"(4382.0, 34.0, 4382.25, 30.0)"
"(4382.0, 34.0, 4382.25, 30.0)",WAIT,"(4382.0, 35.0, 4382.25, 30.0)"
"(4382.0, 35.0, 4382.25, 30.0)",WAIT,"(4382.0, 36.0, 4382.25, 30.0)"
"(4382.0, 36.0, 4382.25, 30.0)",WAIT,"(4382.0, 36.0, 4382.25, 29.0)"
"(4382.0, 36.0, 4382.25, 29.0)",WAIT,"(4382.0, 36.0, 4382.25, 28.0)"
"(4382.0, 36.0, 4382.25, 28.0)",WAIT,"(4382.0, 36.0, 4382.25, 27.0)"
"(4382.0, 36.0, 4382.25, 27.0)",WAIT,"(4382.0, 37.0, 4382.25, 27.0)"
"(4382.0, 37.0, 4382.25, 27.0)",WAIT,"(4382.0, 37.0, 4382.25, 26.0)"
"(4382.0, 37.0, 4382.25, 26.0)",WAIT,"(4382.0, 37.0, 4382.25, 25.0)"
"(4382.0, 37.0, 4382.25, 25.0)",WAIT,"(4382.0, 37.0, 4382.25, 23.0)"
"(4382.0, 37.0, 4382.25, 23.0)",WAIT,"(4382.0, 37.0, 4382.25, 22.0)"
"(4382.0, 37.0, 4382.25, 22.0)",WAIT,"(4382.0, 37.0, 4382.25, 21.0)"
"(4382.0, 37.0, 4382.25, 21.0)",WAIT,"(4382.0, 39.0, 4382.25, 21.0)"
"(4382.0, 39.0, 4382.25, 21.0)",WAIT,"(4382.0, 39.0, 4382.25, 18.0)"
"(4382.0, 39.0, 4382.25, 18.0)",WAIT,"(4382.0, 39.0, 4382.25, 19.0)"
"(4382.0, 39.0, 4382.25, 19.0)",WAIT,"(4382.0, 39.0, 4382.25, 18.0)"
"(4382.0, 39.0, 4382.25, 18.0)",WAIT,"(4382.0, 39.0, 4382.25, 17.0)"
"(4382.0, 39.0, 4382.25, 17.0)",WAIT,"(4382.0, 39.0, 4382.25, 19.0)"
"(4382.0, 39.0, 4382.25, 19.0)",WAIT,"(4382.0, 39.0, 4382.25, 20.0)"
"(4382.0, 39.0, 4382.25, 20.0)",WAIT,"(4382.0, 39.0, 4382.25, 21.0)"
"(4382.0, 39.0, 4382.25, 21.0)",WAIT,"(4382.0, 39.0, 4382.25, 22.0)"
"(4382.0, 39.0, 4382.25, 22.0)",WAIT,"(4382.0, 39.0, 4382.25, 25.0)"
"(4382.0, 39.0, 4382.25, 25.0)",WAIT,"(4382.0, 39.0, 4382.25, 24.0)"
"(4382.0, 39.0, 4382.25, 24.0)",WAIT,"(4382.0, 39.0, 4382.25, 22.0)"
"(4382.0, 39.0, 4382.25, 22.0)",WAIT,"(4382.0, 39.0, 4382.25, 21.0)"
"(4382.0, 39.0, 4382.25, 21.0)",WAIT,"(4382.0, 39.0, 4382.25, 20.0)"
"(4382.0, 39.0, 4382.25, 20.0)",WAIT,"(4382.0, 39.0, 4382.25, 19.0)"
"(4382.0, 39.0, 4382.25, 19.0)",WAIT,"(4382.0, 39.0, 4382.25, 16.0)"
"(4382.0, 39.0, 4382.25, 16.0)",WAIT,"(4382.0, 39.0, 4382.25, 18.0)"
"(4382.0, 39.0, 4382.25, 18.0)",WAIT,"(4382.0, 39.0, 4382.25, 19.0)"
"(4382.0, 39.0, 4382.25, 19.0)",WAIT,"(4382.0, 39.0, 4382.25, 17.0)"
"(4382.0, 39.0, 4382.25, 17.0)",WAIT,"(4382.0, 39.0, 4382.25, 16.0)"
"(4382.0, 39.0, 4382.25, 16.0)",WAIT,"(4382.0, 39.0, 4382.25, 16.0)"
"(4382.0, 39.0, 4382.25, 16.0)",SELL,"(4382.0, 39.0, 4382.25, 11.0)"
"(4382.0, 39.0, 4382.25, 11.0)",WAIT,"(4382.0, 39.0, 4382.25, 11.0)"
"(4382.0, 39.0, 4382.25, 11.0)",SELL,"(4382.0, 39.0, 4382.25, 10.0)"
"(4382.0, 39.0, 4382.25, 10.0)",WAIT,"(4382.0, 40.0, 4382.25, 10.0)"
"(4382.0, 40.0, 4382.25, 10.0)",WAIT,"(4382.0, 41.0, 4382.25, 10.0)"
"(4382.0, 41.0, 4382.25, 10.0)",WAIT,"(4382.0, 41.0, 4382.25, 10.0)"
"(4382.0, 41.0, 4382.25, 10.0)",SELL,"(4382.0, 41.0, 4382.25, 9.0)"
"(4382.0, 41.0, 4382.25, 9.0)",WAIT,"(4382.0, 41.0, 4382.25, 9.0)"
"(4382.0, 41.0, 4382.25, 9.0)",SELL,"(4382.0, 41.0, 4382.25, 8.0)"
"(4382.0, 41.0, 4382.25, 8.0)",WAIT,"(4382.0, 41.0, 4382.25, 8.0)"
"(4382.0, 41.0, 4382.25, 8.0)",SELL,"(4382.0, 41.0, 4382.5, 51.0)"
"(4382.0, 41.0, 4382.5, 51.0)",WAIT,"(4382.0, 42.0, 4382.5, 51.0)"
"(4382.0, 42.0, 4382.5, 51.0)",WAIT,"(4382.0, 43.0, 4382.5, 51.0)"
"(4382.0, 43.0, 4382.5, 51.0)",WAIT,"(4382.25, 2.0, 4382.5, 51.0)"
"(4382.25, 2.0, 4382.5, 51.0)",WAIT,"(4382.25, 3.0, 4382.5, 51.0)"
"(4382.25, 3.0, 4382.5, 51.0)",WAIT,"(4382.25, 6.0, 4382.5, 51.0)"
"(4382.25, 6.0, 4382.5, 51.0)",WAIT,"(4382.25, 6.0, 4382.5, 52.0)"
"(4382.25, 6.0, 4382.5, 52.0)",WAIT,"(4382.25, 6.0, 4382.5, 53.0)"
"(4382.25, 6.0, 4382.5, 53.0)",WAIT,"(4382.25, 6.0, 4382.5, 52.0)"
"(4382.25, 6.0, 4382.5, 52.0)",WAIT,"(4382.25, 6.0, 4382.5, 53.0)"
"(4382.25, 6.0, 4382.5, 53.0)",WAIT,"(4382.25, 7.0, 4382.5, 53.0)"
"(4382.25, 7.0, 4382.5, 53.0)",WAIT,"(4382.25, 6.0, 4382.5, 53.0)"
"(4382.25, 6.0, 4382.5, 53.0)",WAIT,"(4382.25, 3.0, 4382.5, 53.0)"
"(4382.25, 3.0, 4382.5, 53.0)",WAIT,"(4382.25, 3.0, 4382.5, 54.0)"
"(4382.25, 3.0, 4382.5, 54.0)",WAIT,"(4382.25, 4.0, 4382.5, 54.0)"
"(4382.25, 4.0, 4382.5, 54.0)",WAIT,"(4382.25, 4.0, 4382.5, 55.0)"
"(4382.25, 4.0, 4382.5, 55.0)",WAIT,"(4382.25, 3.0, 4382.5, 55.0)"
"(4382.25, 3.0, 4382.5, 55.0)",WAIT,"(4382.25, 3.0, 4382.5, 53.0)"
"(4382.25, 3.0, 4382.5, 53.0)",WAIT,"(4382.25, 3.0, 4382.5, 54.0)"
"(4382.25, 3.0, 4382.5, 54.0)",WAIT,"(4382.25, 3.0, 4382.5, 55.0)"
"(4382.25, 3.0, 4382.5, 55.0)",WAIT,"(4382.25, 3.0, 4382.5, 57.0)"
"(4382.25, 3.0, 4382.5, 57.0)",WAIT,"(4382.25, 1.0, 4382.5, 57.0)"
"(4382.25, 1.0, 4382.5, 57.0)",WAIT,"(4382.25, 1.0, 4382.5, 57.0)"
"(4382.25, 1.0, 4382.5, 57.0)",SELL,"(4382.0, 44.0, 4382.5, 57.0)"
"(4382.0, 44.0, 4382.5, 57.0)",WAIT,"(4382.0, 44.0, 4382.25, 1.0)"
"(4382.0, 44.0, 4382.25, 1.0)",WAIT,"(4382.0, 44.0, 4382.25, 2.0)"
"(4382.0, 44.0, 4382.25, 2.0)",WAIT,"(4382.0, 45.0, 4382.25, 2.0)"
"(4382.0, 45.0, 4382.25, 2.0)",WAIT,"(4382.0, 44.0, 4382.25, 2.0)"
"(4382.0, 44.0, 4382.25, 2.0)",WAIT,"(4382.0, 44.0, 4382.25, 5.0)"
"(4382.0, 44.0, 4382.25, 5.0)",WAIT,"(4382.0, 43.0, 4382.25, 5.0)"
"(4382.0, 43.0, 4382.25, 5.0)",WAIT,"(4382.0, 43.0, 4382.25, 8.0)"
"(4382.0, 43.0, 4382.25, 8.0)",WAIT,"(4382.0, 43.0, 4382.25, 8.0)"
"(4382.0, 43.0, 4382.25, 8.0)",SELL,"(4382.0, 43.0, 4382.25, 7.0)"
"(4382.0, 43.0, 4382.25, 7.0)",WAIT,"(4382.0, 43.0, 4382.25, 8.0)"
"(4382.0, 43.0, 4382.25, 8.0)",WAIT,"(4382.0, 43.0, 4382.25, 5.0)"
"(4382.0, 43.0, 4382.25, 5.0)",WAIT,"(4382.0, 42.0, 4382.25, 5.0)"
"(4382.0, 42.0, 4382.25, 5.0)",WAIT,"(4382.0, 42.0, 4382.25, 5.0)"
"(4382.0, 42.0, 4382.25, 5.0)",SELL,"(4382.0, 40.0, 4382.25, 2.0)"
"(4382.0, 40.0, 4382.25, 2.0)",WAIT,"(4382.0, 40.0, 4382.25, 2.0)"
"(4382.0, 40.0, 4382.25, 2.0)",SELL,"(4382.0, 40.0, 4382.25, 1.0)"
"(4382.0, 40.0, 4382.25, 1.0)",WAIT,"(4382.0, 40.0, 4382.25, 1.0)"
"(4382.0, 40.0, 4382.25, 1.0)",SELL,"(4382.0, 40.0, 4382.5, 57.0)"
"(4382.0, 40.0, 4382.5, 57.0)",WAIT,"(4382.0, 41.0, 4382.5, 57.0)"
"(4382.0, 41.0, 4382.5, 57.0)",WAIT,"(4382.0, 42.0, 4382.5, 57.0)"
"(4382.0, 42.0, 4382.5, 57.0)",WAIT,"(4382.0, 42.0, 4382.5, 58.0)"
"(4382.0, 42.0, 4382.5, 58.0)",WAIT,"(4382.0, 43.0, 4382.5, 58.0)"
"(4382.0, 43.0, 4382.5, 58.0)",WAIT,"(4382.25, 1.0, 4382.5, 58.0)"
"(4382.25, 1.0, 4382.5, 58.0)",WAIT,"(4382.25, 3.0, 4382.5, 58.0)"
"(4382.25, 3.0, 4382.5, 58.0)",WAIT,"(4382.25, 7.0, 4382.5, 58.0)"
"(4382.25, 7.0, 4382.5, 58.0)",WAIT,"(4382.25, 7.0, 4382.5, 57.0)"
"(4382.25, 7.0, 4382.5, 57.0)",WAIT,"(4382.25, 8.0, 4382.5, 57.0)"
"(4382.25, 8.0, 4382.5, 57.0)",WAIT,"(4382.25, 10.0, 4382.5, 57.0)"
"(4382.25, 10.0, 4382.5, 57.0)",WAIT,"(4382.25, 11.0, 4382.5, 57.0)"
"(4382.25, 11.0, 4382.5, 57.0)",WAIT,"(4382.25, 9.0, 4382.5, 57.0)"
"(4382.25, 9.0, 4382.5, 57.0)",WAIT,"(4382.25, 9.0, 4382.5, 56.0)"
"(4382.25, 9.0, 4382.5, 56.0)",WAIT,"(4382.25, 7.0, 4382.5, 56.0)"
"(4382.25, 7.0, 4382.5, 56.0)",WAIT,"(4382.25, 6.0, 4382.5, 56.0)"
"(4382.25, 6.0, 4382.5, 56.0)",WAIT,"(4382.25, 2.0, 4382.5, 56.0)"
"(4382.25, 2.0, 4382.5, 56.0)",WAIT,"(4382.25, 2.0, 4382.5, 57.0)"
"(4382.25, 2.0, 4382.5, 57.0)",WAIT,"(4382.25, 1.0, 4382.5, 57.0)"
"(4382.25, 1.0, 4382.5, 57.0)",WAIT,"(4382.25, 2.0, 4382.5, 57.0)"
"(4382.25, 2.0, 4382.5, 57.0)",WAIT,"(4382.25, 5.0, 4382.5, 57.0)"
"(4382.25, 5.0, 4382.5, 57.0)",WAIT,"(4382.25, 6.0, 4382.5, 57.0)"
"(4382.25, 6.0, 4382.5, 57.0)",WAIT,"(4382.25, 7.0, 4382.5, 57.0)"
"(4382.25, 7.0, 4382.5, 57.0)",WAIT,"(4382.25, 8.0, 4382.5, 57.0)"
"(4382.25, 8.0, 4382.5, 57.0)",WAIT,"(4382.25, 8.0, 4382.5, 55.0)"
"(4382.25, 8.0, 4382.5, 55.0)",WAIT,"(4382.25, 8.0, 4382.5, 54.0)"
"(4382.25, 8.0, 4382.5, 54.0)",WAIT,"(4382.25, 7.0, 4382.5, 54.0)"
"(4382.25, 7.0, 4382.5, 54.0)",WAIT,"(4382.25, 8.0, 4382.5, 54.0)"
"(4382.25, 8.0, 4382.5, 54.0)",WAIT,"(4382.25, 7.0, 4382.5, 54.0)"
"(4382.25, 7.0, 4382.5, 54.0)",WAIT,"(4382.25, 6.0, 4382.5, 54.0)"
"(4382.25, 6.0, 4382.5, 54.0)",WAIT,"(4382.25, 7.0, 4382.5, 54.0)"
"(4382.25, 7.0, 4382.5, 54.0)",WAIT,"(4382.25, 8.0, 4382.5, 54.0)"
"(4382.25, 8.0, 4382.5, 54.0)",WAIT,"(4382.25, 9.0, 4382.5, 54.0)"
"(4382.25, 9.0, 4382.5, 54.0)",WAIT,"(4382.25, 13.0, 4382.5, 54.0)"
"(4382.25, 13.0, 4382.5, 54.0)",WAIT,"(4382.25, 14.0, 4382.5, 54.0)"
"(4382.25, 14.0, 4382.5, 54.0)",WAIT,"(4382.25, 15.0, 4382.5, 54.0)"
"(4382.25, 15.0, 4382.5, 54.0)",WAIT,"(4382.25, 16.0, 4382.5, 54.0)"
"(4382.25, 16.0, 4382.5, 54.0)",WAIT,"(4382.25, 18.0, 4382.5, 54.0)"
"(4382.25, 18.0, 4382.5, 54.0)",WAIT,"(4382.25, 18.0, 4382.5, 53.0)"
"(4382.25, 18.0, 4382.5, 53.0)",WAIT,"(4382.25, 19.0, 4382.5, 53.0)"
"(4382.25, 19.0, 4382.5, 53.0)",WAIT,"(4382.25, 19.0, 4382.5, 50.0)"
"(4382.25, 19.0, 4382.5, 50.0)",WAIT,"(4382.25, 20.0, 4382.5, 50.0)"
"(4382.25, 20.0, 4382.5, 50.0)",WAIT,"(4382.25, 20.0, 4382.5, 49.0)"
"(4382.25, 20.0, 4382.5, 49.0)",WAIT,"(4382.25, 21.0, 4382.5, 49.0)"
"(4382.25, 21.0, 4382.5, 49.0)",WAIT,"(4382.25, 25.0, 4382.5, 49.0)"
"(4382.25, 25.0, 4382.5, 49.0)",WAIT,"(4382.25, 26.0, 4382.5, 49.0)"
"(4382.25, 26.0, 4382.5, 49.0)",WAIT,"(4382.25, 27.0, 4382.5, 49.0)"
"(4382.25, 27.0, 4382.5, 49.0)",WAIT,"(4382.25, 26.0, 4382.5, 49.0)"
"(4382.25, 26.0, 4382.5, 49.0)",WAIT,"(4382.25, 28.0, 4382.5, 49.0)"
"(4382.25, 28.0, 4382.5, 49.0)",WAIT,"(4382.25, 29.0, 4382.5, 49.0)"
"(4382.25, 29.0, 4382.5, 49.0)",WAIT,"(4382.25, 28.0, 4382.5, 49.0)"
"(4382.25, 28.0, 4382.5, 49.0)",WAIT,"(4382.25, 24.0, 4382.5, 49.0)"
"(4382.25, 24.0, 4382.5, 49.0)",WAIT,"(4382.25, 22.0, 4382.5, 49.0)"
"(4382.25, 22.0, 4382.5, 49.0)",WAIT,"(4382.25, 21.0, 4382.5, 49.0)"
"(4382.25, 21.0, 4382.5, 49.0)",WAIT,"(4382.25, 20.0, 4382.5, 49.0)"
"(4382.25, 20.0, 4382.5, 49.0)",WAIT,"(4382.25, 21.0, 4382.5, 49.0)"
"(4382.25, 21.0, 4382.5, 49.0)",WAIT,"(4382.25, 22.0, 4382.5, 49.0)"
"(4382.25, 22.0, 4382.5, 49.0)",WAIT,"(4382.25, 23.0, 4382.5, 49.0)"
"(4382.25, 23.0, 4382.5, 49.0)",WAIT,"(4382.25, 25.0, 4382.5, 49.0)"
"(4382.25, 25.0, 4382.5, 49.0)",WAIT,"(4382.25, 25.0, 4382.5, 48.0)"
